providers_electricity,providers_heat,providers_bloom_steel,providers_iron_forEAF,providers_naturalgas,providers_iron_forBOF,providers_coal,"fabrication, heavy section wf","fabrication, heavy section elec","hot rolling, blooms elec","steel production, EAF scrap_pct","steel production, EAF wf","steel production, EAF kWh_EAF","steel production, BOF scrap_pct","steel production, BOF wf","iron production, blast furnace co2_kg",gwp,ap,ep,odp,pocp
Electricity; at grid; generation mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Underground",0.070357134,0.075441023,0.037379878,0.856049843,0.045315224,0.57885753,0.153885907,0.12344456,0.865355382,1.5169,0.003538422,0.001202206,3.22E-08,0.070385881
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - South Oklahoma,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Underground",0.060369471,0.077831701,0.038857716,0.796139948,0.024583569,0.56073993,0.14746492,0.136572362,0.937094368,1.1138,0.003585598,0.001153479,3.00E-08,0.081665083
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Surface",0.053473059,0.07587312,0.036475732,0.848819248,0.017485636,0.486424296,0.151905876,0.105694089,0.951795415,0.967,0.002902328,0.001178346,2.31E-08,0.073004359
"Electricity; at grid; generation mix - Gila River Power, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Underground",0.051553808,0.076229166,0.03354933,0.884293493,0.036823352,0.565378568,0.138932075,0.063972324,0.902656245,0.9327,0.002901768,0.001096775,1.61E-08,0.084479157
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Surface",0.069382278,0.076791635,0.037808406,0.825649329,0.046232448,0.638282692,0.152434438,0.11876682,0.771690257,1.2126,0.003543731,0.001234698,3.04E-08,0.068863757
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Powder River Basin, SUB, Surface",0.083134163,0.075741541,0.038935693,0.845906926,0.028382577,0.562684178,0.14665526,0.058210641,0.984031649,1.258,0.003910498,0.001250035,2.92E-08,0.084516213
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Underground",0.063758034,0.076698754,0.033561451,0.887811626,0.01952357,0.434306575,0.142245892,0.106252161,0.944765719,1.1479,0.003414375,0.001157783,3.11E-08,0.069750828
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - Import, SUB, Surface",0.088236809,0.0752305,0.041816521,0.85332353,0.041020902,0.509718145,0.154216291,0.08155421,0.857235245,0.9107,0.002516288,0.00110068,2.22E-08,0.05441037
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Powder River Basin, SUB, Surface",0.088828497,0.076464132,0.04309864,0.84119691,0.040832124,0.58772292,0.151166753,0.07753934,0.876150592,1.2454,0.003984835,0.001263083,2.96E-08,0.086461596
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, WC, Surface",0.05130146,0.076150719,0.040701466,0.811804618,0.013383253,0.52753525,0.142626375,0.081444765,0.874192109,1.0523,0.003115538,0.001113786,2.90E-08,0.066594337
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Processing",0.069140856,0.076191743,0.037230811,0.888477262,0.028061383,0.464893179,0.145370294,0.067449164,0.935240775,0.7436,0.002343128,0.001120701,2.22E-08,0.050958004
Electricity; at grid; generation mix - ISO-NE,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Processing",0.07226272,0.077744709,0.041005716,0.856621654,0.028389098,0.569241907,0.137649151,0.091128623,0.81528711,0.8374,0.002225598,0.001087485,2.24E-08,0.055421615
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Lignite, LIG, Surface",0.079698208,0.07544753,0.037088822,0.807749673,0.017887418,0.51285476,0.155025674,0.136238255,0.898244195,1.0635,0.00317425,0.00114052,2.95E-08,0.067617478
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, WC, Surface",0.051619717,0.077302956,0.043791384,0.806075576,0.018837499,0.518460482,0.147130545,0.088670786,0.961880323,0.9662,0.002558955,0.001103133,2.21E-08,0.062212786
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Underground",0.08482775,0.075657592,0.033542543,0.779158053,0.043963127,0.455035673,0.150351234,0.077674536,0.904163385,1.0255,0.003092758,0.001161184,2.90E-08,0.066423318
Electricity; at grid; generation mix - Salt River Project Agricultural Improvement and Power District,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Import, SUB, Surface",0.068234435,0.076447235,0.034105943,0.852174163,0.01603649,0.567632443,0.153233815,0.144484204,0.989765802,1.1161,0.003456937,0.001215188,2.76E-08,0.082923007
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, SUB, Surface",0.080365209,0.074349677,0.035085608,0.882985126,0.015248215,0.500742222,0.147295787,0.14747898,0.93256048,0.8908,0.002440109,0.001075259,2.15E-08,0.052981627
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Processing",0.052345536,0.07764168,0.036755555,0.838519047,0.031328225,0.49358613,0.154559214,0.057872069,0.859531521,1.1786,0.003737814,0.00121385,2.83E-08,0.080409345
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Surface",0.074420544,0.076631831,0.037906531,0.878191445,0.026312781,0.562128729,0.153545699,0.114407778,0.870171069,1.2724,0.003787807,0.001194477,3.42E-08,0.076499526
Electricity; at grid; generation mix - Los Angeles Department of Water and Power,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Gulf Lignite, LIG, Surface",0.056120265,0.07527862,0.0438287,0.843927635,0.012628334,0.504659542,0.150154316,0.117616866,0.940778595,1.2486,0.003201738,0.001195458,2.97E-08,0.072986478
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Surface",0.080254202,0.077123678,0.038698581,0.803183963,0.039117223,0.509293746,0.15495069,0.144594075,0.868283216,0.7684,0.002300998,0.001123036,1.83E-08,0.065885454
Electricity; at grid; generation mix - NorthWestern Corporation,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Underground",0.086646355,0.07466218,0.043599731,0.793892293,0.01434336,0.487505491,0.153161394,0.090268441,0.877954534,1.1784,0.002986989,0.001135671,3.34E-08,0.061030867
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Underground",0.079057757,0.076107605,0.042878614,0.896505086,0.023759202,0.543488199,0.157295364,0.124996369,0.911873623,0.7693,0.002201333,0.001073408,1.70E-08,0.065336708
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Surface",0.088067074,0.075386363,0.03354108,0.871048027,0.034207393,0.519068788,0.149873584,0.078928416,0.866009723,1.1142,0.003219356,0.001194631,2.73E-08,0.064788687
Electricity; at grid; generation mix - ISO-NE,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Surface",0.054751729,0.076476768,0.034517488,0.916270655,0.028940588,0.596235148,0.154429317,0.131319642,0.903286363,0.952,0.002540637,0.001102969,2.47E-08,0.05960643
